population	name	born	body
holistic	h0-0	-50	dbaf48131116
holistic	h0-1	-45	58fc5a7b3df1
holistic	h0-2	-21	ea2344867d2b
holistic	h0-3	-42	4ac3c40cd810
holistic	h0-4	-8	1e605199e8ae
holistic	h0-5	-11	74384af34123
holistic	h0-6	-39	625e0f5b91ea
holistic	h0-7	-10	bb4b1420567c
holistic	h0-8	-38	c564da7053bc
holistic	h0-9	-26	6c88b93af83a
holistic	h0-10	-18	98872f51ae97
holistic	h0-11	-1	45f0586f94f5
holistic	h0-12	-52	5e9e54d707ff
holistic	h0-13	-22	65621ac0970b
holistic	h0-14	-9	24f16c1e99cc
holistic	h0-15	-10	786e7d69ad65
holistic	h0-17	-52	be1861fa9d72
holistic	h0-18	-6	bd64c87372dc
holistic	h0-19	-51	d9c455597727
holistic	h0-20	-1	0125ca7fbede
holistic	h0-21	-16	2985687e87bf
holistic	h0-22	-46	1d9c5eacfd26
holistic	h0-23	-49	fb2e44e9cafe
holistic	h0-24	-35	58534b8865af
holistic	h0-25	-37	f9c088750299
holistic	h0-26	-16	0cc75b2ffc90
holistic	h0-27	-38	bfe39c98f5b5
holistic	h0-28	-21	7fb2b9c89544
holistic	h0-29	-13	ad9cec563598
holistic	h0-30	-22	dbf6c42255da
holistic	h0-31	-56	fda0444a6a48
holistic	h0-32	-42	b80f06622975
holistic	h0-33	-29	17acbf6222b8
holistic	h0-34	-55	a017a9e8cbe9
holistic	h0-35	-5	88b25af4b27c
holistic	h0-36	-33	9bf3b0087281
holistic	h0-37	-39	07eac561908d
holistic	h0-38	-42	b4d0da2bb4be
holistic	h0-39	-3	ec21d96fc9da
holistic	h0-40	-10	fe9b80ca7b1b
holistic	h0-41	-5	9e99a8934ff1
holistic	h0-42	-14	bca75608cc2f
holistic	h0-43	-45	02dd17106f7a
holistic	h0-44	-51	ea5f711b4ad5
holistic	h0-45	-58	25aec9958e4c
holistic	h0-46	-28	a171fd0e7317
holistic	h0-47	-42	d5a40ba06bbd
holistic	h0-48	-31	79b9a34e072f
holistic	h0-49	-16	46eae8c21a40
holistic	h0-50	-24	3bd272c0efa4
holistic	h0-51	-36	8c40467b366e
holistic	h0-52	-7	896c51c4954d
holistic	h0-53	-23	53ee7e850ff3
holistic	h0-54	-20	8c93f9df6d62
holistic	h0-55	-2	1ee29041f022
holistic	h0-56	-47	cafed8fe1545
holistic	h0-57	-22	0d68ac22f836
holistic	h0-58	-50	0fa50e5767c8
holistic	h0-59	-44	d6d61a45d358
conventional	c0-0	-28	064cde1b95c2
conventional	c0-1	-31	064cde1b95c2
conventional	c0-2	-57	064cde1b95c2
conventional	c0-3	-56	064cde1b95c2
conventional	c0-4	-35	064cde1b95c2
conventional	c0-6	-13	064cde1b95c2
conventional	c0-7	-8	064cde1b95c2
conventional	c0-8	-59	064cde1b95c2
conventional	c0-9	-53	064cde1b95c2
conventional	c0-10	-53	064cde1b95c2
conventional	c0-11	-46	064cde1b95c2
conventional	c0-12	-18	064cde1b95c2
conventional	c0-13	-11	064cde1b95c2
conventional	c0-14	-26	064cde1b95c2
conventional	c0-15	-27	064cde1b95c2
conventional	c0-16	-17	064cde1b95c2
conventional	c0-17	-47	064cde1b95c2
conventional	c0-18	-49	064cde1b95c2
conventional	c0-19	-41	064cde1b95c2
conventional	c0-20	-46	064cde1b95c2
conventional	c0-21	-2	064cde1b95c2
conventional	c0-22	-17	064cde1b95c2
conventional	c0-23	-43	064cde1b95c2
conventional	c0-24	-23	064cde1b95c2
conventional	c0-25	-59	064cde1b95c2
conventional	c0-26	-1	064cde1b95c2
conventional	c0-27	-37	064cde1b95c2
conventional	c0-28	-4	064cde1b95c2
conventional	c0-29	-49	064cde1b95c2
conventional	c0-30	-41	064cde1b95c2
conventional	c0-31	-8	064cde1b95c2
conventional	c0-32	-10	064cde1b95c2
conventional	c0-33	-56	064cde1b95c2
conventional	c0-34	-28	064cde1b95c2
conventional	c0-35	-40	064cde1b95c2
conventional	c0-36	-10	064cde1b95c2
conventional	c0-37	-11	064cde1b95c2
conventional	c0-38	-41	064cde1b95c2
conventional	c0-39	-28	064cde1b95c2
conventional	c0-40	-6	064cde1b95c2
conventional	c0-41	-50	064cde1b95c2
conventional	c0-42	-18	064cde1b95c2
conventional	c0-43	-56	064cde1b95c2
conventional	c0-44	-22	064cde1b95c2
conventional	c0-45	-16	064cde1b95c2
conventional	c0-46	-23	064cde1b95c2
conventional	c0-47	-38	064cde1b95c2
conventional	c0-48	-58	064cde1b95c2
conventional	c0-49	-59	064cde1b95c2
conventional	c0-50	-28	064cde1b95c2
conventional	c0-51	-33	064cde1b95c2
conventional	c0-52	-21	064cde1b95c2
conventional	c0-53	-47	064cde1b95c2
conventional	c0-54	-50	064cde1b95c2
conventional	c0-55	-4	064cde1b95c2
conventional	c0-56	-33	064cde1b95c2
conventional	c0-57	-19	064cde1b95c2
conventional	c0-58	-21	064cde1b95c2
conventional	c0-59	-29	064cde1b95c2
conventional	ce61	0	064cde1b95c2
conventional	ce62	1	064cde1b95c2
conventional	ce63	1	064cde1b95c2
conventional	ce64	1	064cde1b95c2
holistic	he61	2	1e1266cb38db
conventional	ce65	2	064cde1b95c2
conventional	ce66	2	064cde1b95c2
conventional	ce67	2	064cde1b95c2
conventional	ce68	2	064cde1b95c2
conventional	ce69	2	064cde1b95c2
conventional	ce70	2	064cde1b95c2
holistic	he62	3	414197fb2089
conventional	ce71	3	064cde1b95c2
conventional	ce72	3	064cde1b95c2
conventional	ce73	3	064cde1b95c2
conventional	ce74	3	064cde1b95c2
conventional	ce75	3	064cde1b95c2
conventional	ce76	3	064cde1b95c2
conventional	ce77	3	064cde1b95c2
conventional	ce78	4	064cde1b95c2
conventional	ce79	4	064cde1b95c2
holistic	he63	5	1c2fb6b08f8a
holistic	he64	5	f945ff49cec2
conventional	ce80	5	064cde1b95c2
conventional	ce81	6	064cde1b95c2
conventional	ce82	7	064cde1b95c2
conventional	ce83	7	064cde1b95c2
holistic	he65	8	58534b8865af
conventional	ce84	8	064cde1b95c2
conventional	ce85	9	064cde1b95c2
holistic	he66	11	32ce2f6c58f0
conventional	ce86	12	064cde1b95c2
holistic	he67	14	1b0027b6d700
conventional	ce87	14	064cde1b95c2
holistic	he68	18	b20b878333d1
holistic	he69	24	0b457743d264
