# RBT-102 structural carriage -- runs/RBT-90/forage-806

seed 806; state.json season 600 of 600; fauna: conventional (fixed_body 'pioneer'); window seasons 300-599
genomes saved at birth: 1166; living names without a genome: 0

## Positive control (before any number)

  20 window genomes (seed 102); installs ((1.0, 1.0), (8.0, -1.0)) (w, sign)
  installed motif detected 40 of 40; install invalid 0; bare genomes carrying 0 of 20
  positive control: PASSED

## Carriage per season (living conventional fauna)

| season | alive | carriers | fraction | mean depth |
|---|---|---|---|---|
| 0 | 60 | 0 | 0.0000 | 0.0 |
| 1 | 60 | 0 | 0.0000 | 0.0 |
| 2 | 60 | 0 | 0.0000 | 0.1 |
| 3 | 60 | 0 | 0.0000 | 0.1 |
| 4 | 60 | 0 | 0.0000 | 0.2 |
| 5 | 60 | 0 | 0.0000 | 0.3 |
| 6 | 60 | 0 | 0.0000 | 0.4 |
| 7 | 60 | 0 | 0.0000 | 0.5 |
| 8 | 60 | 0 | 0.0000 | 0.6 |
| 9 | 60 | 0 | 0.0000 | 0.7 |
| 10 | 60 | 0 | 0.0000 | 0.7 |
| 11 | 60 | 0 | 0.0000 | 0.8 |
| 12 | 60 | 0 | 0.0000 | 0.8 |
| 13 | 60 | 0 | 0.0000 | 0.8 |
| 14 | 60 | 0 | 0.0000 | 0.9 |
| 15 | 60 | 0 | 0.0000 | 0.9 |
| 16 | 60 | 0 | 0.0000 | 0.9 |
| 17 | 60 | 0 | 0.0000 | 0.9 |
| 18 | 60 | 0 | 0.0000 | 1.0 |
| 19 | 60 | 0 | 0.0000 | 1.0 |
| 20 | 60 | 0 | 0.0000 | 1.1 |
| 21 | 60 | 0 | 0.0000 | 1.1 |
| 22 | 60 | 0 | 0.0000 | 1.2 |
| 23 | 60 | 0 | 0.0000 | 1.2 |
| 24 | 60 | 0 | 0.0000 | 1.2 |
| 25 | 60 | 0 | 0.0000 | 1.2 |
| 26 | 60 | 0 | 0.0000 | 1.2 |
| 27 | 60 | 0 | 0.0000 | 1.2 |
| 28 | 60 | 0 | 0.0000 | 1.2 |
| 29 | 60 | 0 | 0.0000 | 1.2 |
| 30 | 60 | 0 | 0.0000 | 1.2 |
| 31 | 60 | 0 | 0.0000 | 1.2 |
| 32 | 60 | 0 | 0.0000 | 1.2 |
| 33 | 60 | 0 | 0.0000 | 1.3 |
| 34 | 60 | 0 | 0.0000 | 1.3 |
| 35 | 60 | 0 | 0.0000 | 1.3 |
| 36 | 60 | 0 | 0.0000 | 1.3 |
| 37 | 60 | 0 | 0.0000 | 1.4 |
| 38 | 60 | 0 | 0.0000 | 1.6 |
| 39 | 60 | 0 | 0.0000 | 1.6 |
| 40 | 60 | 0 | 0.0000 | 1.6 |
| 41 | 60 | 0 | 0.0000 | 1.6 |
| 42 | 60 | 0 | 0.0000 | 1.6 |
| 43 | 60 | 0 | 0.0000 | 1.8 |
| 44 | 60 | 0 | 0.0000 | 1.8 |
| 45 | 60 | 0 | 0.0000 | 1.8 |
| 46 | 60 | 0 | 0.0000 | 1.7 |
| 47 | 60 | 0 | 0.0000 | 1.8 |
| 48 | 60 | 0 | 0.0000 | 1.8 |
| 49 | 60 | 0 | 0.0000 | 1.8 |
| 50 | 60 | 0 | 0.0000 | 1.9 |
| 51 | 60 | 0 | 0.0000 | 1.9 |
| 52 | 60 | 0 | 0.0000 | 1.9 |
| 53 | 60 | 0 | 0.0000 | 2.0 |
| 54 | 60 | 0 | 0.0000 | 2.0 |
| 55 | 60 | 0 | 0.0000 | 2.0 |
| 56 | 60 | 0 | 0.0000 | 2.0 |
| 57 | 60 | 0 | 0.0000 | 2.0 |
| 58 | 60 | 0 | 0.0000 | 2.0 |
| 59 | 60 | 0 | 0.0000 | 2.0 |
