season	population	alive	energy_head	ran	starved	aged	net_survivors	net_all_ub	food	work
0	holistic	60	2.7483	60	0	0	-0.0017	-0.0017	0.0167	0.0183
0	conventional	60	2.5792	58	0	0	-0.0819	-0.0819	0.5000	0.5819
1	holistic	60	2.4716	59	0	1	0.0151	0.0151	0.0339	0.0188
1	conventional	60	2.4917	59	0	1	0.1952	0.1952	0.7966	0.6014
2	holistic	60	2.1597	58	0	2	0.0133	0.0133	0.0345	0.0212
2	conventional	60	2.2115	53	7	0	0.0316	-0.0302	0.5849	0.5533
3	holistic	60	1.9224	57	0	3	0.1186	0.1186	0.1404	0.0217
3	conventional	60	2.2594	51	7	2	0.4601	0.3678	0.9804	0.5203
4	holistic	60	1.6872	59	0	1	0.0447	0.0447	0.0678	0.0231
4	conventional	60	2.0788	52	7	1	0.1757	0.1130	0.6923	0.5166
5	holistic	60	1.4790	60	0	0	0.0418	0.0418	0.0667	0.0249
5	conventional	60	2.2040	53	7	0	0.4685	0.3752	0.9811	0.5126
6	holistic	60	1.2387	58	1	1	0.0308	0.0310	0.0517	0.0209
6	conventional	60	2.4949	53	7	0	0.6580	0.5409	1.1698	0.5118
7	holistic	56	1.1070	55	3	2	0.0859	0.0804	0.1091	0.0232
7	conventional	60	2.6297	57	3	0	0.4209	0.3848	0.9474	0.5265
8	holistic	56	0.8923	54	2	0	0.0319	0.0353	0.0556	0.0237
8	conventional	60	2.8160	55	4	1	0.5237	0.4596	1.0545	0.5309
9	holistic	53	0.6570	52	2	2	-0.0141	-0.0080	0.0192	0.0333
9	conventional	60	2.7323	57	3	0	0.1972	0.1663	0.7018	0.5046
10	holistic	46	0.5265	46	7	0	0.0598	0.0499	0.0870	0.0272
10	conventional	60	2.8497	54	5	1	0.4248	0.3961	0.9444	0.5197
11	holistic	16	1.3530	14	32	0	0.5721	0.1942	0.6429	0.0707
11	conventional	60	3.2122	54	6	0	0.7158	0.6125	1.2222	0.5065
12	holistic	20	1.4221	16	0	0	0.6746	0.6746	0.7500	0.0754
12	conventional	60	3.6231	55	5	0	0.7372	0.6609	1.2364	0.4992
13	holistic	21	1.3994	19	1	0	0.3126	0.2973	0.3684	0.0558
13	conventional	60	3.5820	54	5	1	0.2999	0.2677	0.8148	0.5149
14	holistic	22	1.1979	20	1	0	0.1098	0.1055	0.1500	0.0402
14	conventional	60	4.1250	59	1	0	0.8076	0.7929	1.3051	0.4974
15	holistic	18	1.3005	18	4	0	0.1252	0.1162	0.1667	0.0415
15	conventional	60	4.0060	56	4	0	0.1586	0.1310	0.6607	0.5021
16	holistic	17	1.7206	14	4	0	0.7320	0.5745	0.7857	0.0537
16	conventional	60	4.6647	59	1	0	0.9335	0.9088	1.4407	0.5072
17	holistic	16	1.5534	14	2	1	0.1668	0.1478	0.2143	0.0475
