season	population	alive	births	deaths	mean_lifetime_score	best_lifetime_score	mean_age	max_age
0	holistic	59	0	1	-0.03902149568814008	0.0	28.54237288135593	58
0	conventional	60	1	1	-0.14359595632591404	3.450976246862152	31.0	59
1	holistic	60	1	0	-0.027056840584787797	0.27402148595582804	29.05	59
1	conventional	60	3	3	0.1460554668364759	4.5334346901843645	29.0	59
2	holistic	60	1	1	0.0704679099821053	1.7661758581735834	29.05	58
2	conventional	60	5	5	0.2805073869406186	3.1981061873932783	26.3	59
3	holistic	60	0	0	0.05141724607146302	1.188634875212711	30.05	59
3	conventional	60	6	6	0.3865915128422241	2.235627749753865	24.716666666666665	59
4	holistic	60	1	1	0.03828844416136955	0.9381923802289828	30.05	59
4	conventional	60	6	6	0.42219707495288267	2.6597678081800282	22.1	57
5	holistic	60	2	2	0.036502326597964756	0.7726766951685146	29.233333333333334	57
5	conventional	60	8	8	0.39208621714850117	2.0815393972067806	21.166666666666668	58
6	holistic	60	1	1	0.024368249165584055	0.7682628429323426	30.166666666666668	58
6	conventional	60	4	4	0.4727273500719125	2.0401877662747525	21.933333333333334	59
7	holistic	60	2	2	0.07403712759037819	1.695777949476871	30.65	59
7	conventional	60	10	10	0.5169448846825991	1.9058918330471049	18.7	57
8	holistic	59	4	5	0.1461718117157114	2.8038464236942238	28.915254237288135	59
8	conventional	60	6	6	0.5874246462482184	1.7544052554550986	17.933333333333334	58
9	holistic	60	5	4	0.11761832545390832	1.8442046557137561	26.5	59
9	conventional	60	5	5	0.6466366019336701	2.4964168551541244	15.5	59
10	holistic	59	4	5	0.18351339919488616	3.8442207893410614	24.016949152542374	59
10	conventional	60	6	6	0.5729674545332182	2.0325638287843817	14.4	59
11	holistic	29	6	36	0.44231591776578716	2.3550147889548665	6.793103448275862	46
11	conventional	60	6	6	0.6489669972399308	5.417336772192079	13.816666666666666	54
12	holistic	28	3	4	0.4164895687703739	1.8766524921872683	7.571428571428571	47
12	conventional	60	8	8	0.5363595748144704	2.4029536062756875	13.716666666666667	55
13	holistic	36	10	2	0.418935266458868	1.8759733523647613	6.416666666666667	48
13	conventional	60	3	3	0.5688448994602964	2.0788530371527387	14.516666666666667	56
14	holistic	47	12	1	0.5769965989874694	4.860125745964481	5.595744680851064	49
14	conventional	60	4	4	0.6037670678677078	2.4279192903150966	15.183333333333334	57
15	holistic	51	6	2	0.43428555060753715	2.8666836775044318	5.921568627450981	50
15	conventional	60	5	5	0.4919175333374571	2.0195562276117447	15.8	58
16	holistic	57	9	3	0.537908752523802	2.2792797645498766	5.684210526315789	51
16	conventional	60	7	7	0.5569425598581513	1.8324330764329624	16.083333333333332	59
17	holistic	60	9	6	0.5311686185363603	2.0835385784555234	5.966666666666667	52
17	conventional	60	8	8	0.6383824292859274	3.481063901835461	14.783333333333333	58
18	holistic	60	1	1	0.7405819360247168	6.894314891959691	6.9	53
18	conventional	60	1	1	0.7542702814210421	2.482619703545497	15.766666666666667	59
19	holistic	60	3	3	0.7673840880737764	4.393464643249774	7.733333333333333	54
19	conventional	60	6	6	0.6966700164430991	1.8115938191105265	14.833333333333334	59
20	holistic	60	7	7	0.7915512759228095	3.8930579573485358	7.783333333333333	55
20	conventional	60	3	3	0.7657902040411236	2.349598380578736	14.65	58
21	holistic	60	3	3	0.8608109086577601	2.8898519800550835	8.583333333333334	56
21	conventional	60	0	0	0.7976015711923136	2.9018197854851597	15.65	59
22	holistic	60	0	0	0.893511434749915	2.6898856615775535	9.583333333333334	57
22	conventional	60	4	4	0.7262141944831486	2.7560059868050963	15.033333333333333	50
23	holistic	60	3	3	0.9079289332687502	2.7236780693797944	10.366666666666667	58
23	conventional	60	2	2	0.7751544042941538	2.433960542671712	15.583333333333334	51
24	holistic	60	2	2	0.90178385331212	2.613709091361228	11.133333333333333	59
24	conventional	60	1	1	0.7564293122203183	2.0428543949743663	16.55	52
25	holistic	60	2	2	0.9102104245904205	2.5183722595171534	11.066666666666666	53
25	conventional	60	1	1	0.7594970936146276	2.283163598208167	17.466666666666665	53
26	holistic	60	0	0	0.8967982477529719	3.0053598205747942	12.066666666666666	54
26	conventional	60	1	1	0.7305419541845447	1.883624043815405	18.4	54
27	holistic	60	3	3	0.941201893784321	2.794463352572816	12.8	55
27	conventional	60	1	1	0.8050494327885808	1.8598375244333638	19.05	55
28	holistic	60	1	1	1.0176028645540414	2.83595411663156	13.733333333333333	56
28	conventional	60	1	1	0.7810772221289839	1.6364436333023236	19.883333333333333	56
29	holistic	60	1	1	1.0704257695801294	3.9040794854601852	14.6	57
29	conventional	60	2	2	0.7938246094740022	2.4113537095967397	20.633333333333333	57
30	holistic	60	1	1	1.0207210988974313	2.7030118813877184	15.316666666666666	58
30	conventional	60	2	2	0.813953051438153	2.6624530186873727	21.283333333333335	58
31	holistic	60	1	1	1.0475740209675117	2.586446752267942	16.25	59
31	conventional	60	2	2	0.7984784220086474	1.861386697055519	22.066666666666666	59
32	holistic	60	1	1	1.0198296921805985	2.718848067843682	16.25	35
32	conventional	60	1	1	0.7459329586466554	1.8414506773589445	22.066666666666666	55
33	holistic	60	3	3	1.032056211611713	2.614853968302517	16.583333333333332	36
33	conventional	60	2	2	0.7960674889962058	1.8223678257645466	22.083333333333332	56
34	holistic	60	1	1	1.0653179211414072	2.868842460076288	17.333333333333332	37
34	conventional	60	1	1	0.777906423660269	1.64213959151261	23.05	57
35	holistic	60	1	1	1.0430354598918459	2.6960271737664665	18.266666666666666	38
35	conventional	60	1	1	0.8103367653515631	2.167209785946311	24.016666666666666	58
